NAICS,Term,NoEmp,NewExist,CreateJob,RetainedJob,UrbanRural,RevLineCr,GrAppv,SBA_Appv,New,RealEstate,Portion,Recession,daysterm,xx,Default
RealEstateServices,84,3,Existing,1,3,Urban,Yes,8600,4300,0,0,0.5,0,2520,18468.0,No
RealEstateServices,240,70,Existing,15,0,Urban,Unknown,768000,768000,0,1,1.0,0,7200,23403.0,No
RealEstateServices,240,3,Existing,6,0,Urban,Unknown,284000,284000,0,1,1.0,0,7200,23221.0,No
RentalLeasing,120,2,Existing,0,0,Urban,No,459000,344250,0,0,0.75,0,3600,19578.0,No
RealEstateServices,83,3,Existing,0,3,Urban,Yes,60000,30000,0,0,0.5,0,2490,18468.0,No
RealEstateServices,84,1,New,0,1,Urban,Unknown,5000,2500,1,0,0.5,0,2520,18468.0,No
RealEstateServices,120,3,Existing,0,3,Urban,Unknown,190000,142500,0,0,0.75,0,3600,19578.0,No
RealEstateServices,300,2,New,1,2,Urban,Unknown,307500,230625,1,1,0.75,0,9000,24978.0,No
RealEstateServices,82,5,Existing,0,2,Urban,Yes,50000,25000,0,0,0.5,0,2460,18438.0,No
RealEstateServices,300,4,New,2,4,Urban,Unknown,951000,713250,1,1,0.75,0,9000,24978.0,No
RentalLeasing,79,1,Existing,1,1,Unknown,Unknown,5000,4250,0,0,0.85,0,2370,18318.0,Yes
RealEstateServices,240,6,Existing,5,0,Urban,No,502000,502000,0,1,1.0,0,7200,23284.0,No
RealEstateServices,240,2,Existing,1,0,Urban,Unknown,136000,136000,0,1,1.0,0,7200,23221.0,No
RentalLeasing,84,11,Existing,2,11,Urban,Unknown,50000,25000,0,0,0.5,0,2520,18529.0,No
RentalLeasing,87,1,Existing,0,1,Urban,Unknown,162000,121500,0,0,0.75,0,2610,18588.0,No
RealEstateServices,30,1,Existing,0,1,Urban,Unknown,15000,7500,0,0,0.5,0,900,16878.0,Yes
RealEstateServices,84,2,Existing,0,2,Urban,Yes,50000,25000,0,0,0.5,0,2520,19564.0,No
RentalLeasing,84,2,Existing,0,2,Urban,Yes,10000,5000,0,0,0.5,0,2520,18498.0,No
RealEstateServices,84,2,Existing,0,2,Urban,Yes,60000,30000,0,0,0.5,0,2520,18681.0,No
RentalLeasing,84,1,Existing,0,1,Rural,Yes,14300,7150,0,0,0.5,0,2520,18498.0,No
RentalLeasing,27,1,Existing,0,1,Rural,Yes,15000,7500,0,0,0.5,0,810,16849.0,Yes
RealEstateServices,300,10,Existing,0,10,Urban,Unknown,640000,480000,0,1,0.75,0,9000,24978.0,No
RentalLeasing,240,15,New,15,0,Urban,No,517000,517000,1,1,1.0,0,7200,23438.0,No
RentalLeasing,84,2,Existing,0,2,Urban,Yes,33000,16500,0,0,0.5,0,2520,18498.0,No
RealEstateServices,84,1,Existing,1,1,Urban,Yes,50000,25000,0,0,0.5,0,2520,18650.0,No
RealEstateServices,240,13,Unknown,13,12,Urban,No,904000,904000,0,1,1.0,0,7200,23529.0,No
RentalLeasing,240,4,Existing,2,0,Urban,Unknown,395000,395000,0,1,1.0,0,7200,23284.0,No
RealEstateServices,84,1,Existing,0,1,Urban,Unknown,25000,12500,0,0,0.5,0,2520,18529.0,No
RealEstateServices,240,4,Existing,4,0,Urban,No,936000,936000,0,1,1.0,0,7200,23256.0,No
RealEstateServices,300,4,Existing,0,4,Urban,Unknown,110000,93500,0,1,0.85,0,9000,25009.0,No
RentalLeasing,51,6,Existing,0,6,Urban,Unknown,50000,25000,0,0,0.5,1,1530,17539.0,Yes
RealEstateServices,300,7,Existing,0,7,Urban,Unknown,250000,187500,0,1,0.75,0,9000,25009.0,No
RealEstateServices,63,5,Existing,1,5,Urban,No,50000,25000,0,0,0.5,1,1890,17899.0,Yes
RealEstateServices,300,4,Existing,4,0,Urban,Unknown,135000,114750,0,1,0.85,0,9000,25039.0,No
RealEstateServices,300,1,Existing,1,2,Urban,Unknown,700000,525000,0,1,0.75,0,9000,25009.0,No
RealEstateServices,8,10,Existing,3,10,Urban,Yes,50000,25000,0,0,0.5,0,240,16310.0,Yes
RentalLeasing,84,2,Existing,0,2,Urban,Yes,35000,17500,0,0,0.5,0,2520,18529.0,No
RealEstateServices,300,1,Existing,2,1,Urban,Unknown,337000,252750,0,1,0.75,0,9000,25039.0,No
RealEstateServices,300,7,Existing,1,7,Urban,Unknown,1530000,999992,0,1,0.653589543,0,9000,25101.0,No
RealEstateServices,84,3,Existing,0,3,Urban,Yes,50000,25000,0,0,0.5,0,2520,18529.0,No
RealEstateServices,300,1,Existing,1,1,Urban,Unknown,460000,345000,0,1,0.75,0,9000,25039.0,No
RealEstateServices,31,3,Existing,0,3,Urban,Yes,50000,25000,0,0,0.5,0,930,16939.0,Yes
RealEstateServices,84,4,Existing,5,4,Urban,Unknown,57100,28550,0,0,0.5,0,2520,18529.0,No
RentalLeasing,84,3,Existing,1,3,Urban,Unknown,35000,17500,0,0,0.5,0,2520,18590.0,No
RealEstateServices,54,3,Existing,0,3,Urban,Unknown,10000,5000,0,0,0.5,1,1620,17659.0,Yes
RentalLeasing,50,5,Existing,0,5,Urban,Yes,25000,12500,0,0,0.5,1,1500,17539.0,Yes
RentalLeasing,84,12,New,0,12,Urban,Yes,10000,5000,1,0,0.5,0,2520,18590.0,No
RealEstateServices,57,3,Existing,1,3,Urban,No,50000,25000,0,0,0.5,1,1710,17749.0,Yes
RealEstateServices,240,244,Existing,63,244,Urban,No,907000,907000,0,1,1.0,0,7200,23312.0,No
RentalLeasing,120,4,Existing,0,0,Urban,No,150000,127500,0,0,0.85,0,3600,19670.0,No
RealEstateServices,240,90,Existing,18,0,Urban,No,275000,275000,0,1,1.0,0,7200,23284.0,No
RentalLeasing,300,10,Existing,0,10,Urban,Unknown,462000,346500,0,1,0.75,0,9000,25070.0,No
RealEstateServices,240,20,Existing,20,0,Urban,Unknown,680000,680000,0,1,1.0,0,7200,23403.0,No
RealEstateServices,240,50,Existing,12,0,Urban,Unknown,362000,362000,0,1,1.0,0,7200,23375.0,No
RentalLeasing,84,3,Existing,0,3,Urban,Yes,6000,3000,0,0,0.5,0,2520,18742.0,No
RealEstateServices,20,2,Existing,0,2,Urban,No,25500,12750,0,0,0.5,0,600,16670.0,Yes
RealEstateServices,11,2,Existing,0,2,Rural,Yes,20000,10000,0,0,0.5,0,330,16400.0,Yes
RealEstateServices,84,1,Existing,0,1,Urban,Yes,10000,5000,0,0,0.5,0,2520,18650.0,No
RentalLeasing,120,10,Existing,2,0,Urban,Unknown,208000,156000,0,0,0.75,0,3600,19670.0,No
RentalLeasing,84,5,Existing,2,5,Urban,Yes,30000,15000,0,0,0.5,0,2520,18864.0,No
RentalLeasing,120,2,Existing,0,0,Unknown,No,65000,58500,0,0,0.9,0,3600,16230.0,No
RentalLeasing,12,9,Existing,0,9,Urban,Unknown,100000,50000,0,0,0.5,0,360,16430.0,No
RentalLeasing,60,2,Existing,0,2,Urban,Unknown,135000,67500,0,0,0.5,1,1800,17901.0,No
RealEstateServices,108,6,Existing,0,0,Urban,No,300000,225000,0,0,0.75,0,3240,19310.0,Yes
RentalLeasing,29,9,Existing,0,9,Urban,Yes,50000,25000,0,0,0.5,0,870,16940.0,Yes
RealEstateServices,59,8,Existing,0,8,Urban,Unknown,47800,23900,0,0,0.5,1,1770,17871.0,Yes
RentalLeasing,84,1,Existing,5,1,Urban,Yes,45000,22500,0,0,0.5,0,2520,18681.0,No
RealEstateServices,34,1,Existing,1,1,Urban,Unknown,6000,3000,0,0,0.5,0,1020,17121.0,Yes
RealEstateServices,84,15,Existing,0,15,Urban,Yes,35000,17500,0,0,0.5,0,2520,18650.0,No
RealEstateServices,22,4,Existing,2,4,Urban,Yes,45000,22500,0,0,0.5,0,660,16761.0,Yes
RentalLeasing,300,5,Existing,0,5,Urban,Unknown,450000,337500,0,1,0.75,0,9000,25130.0,No
RealEstateLessors,300,7,Existing,3,11,Urban,Unknown,1385000,999997,0,1,0.722019495,0,9000,25130.0,No
RentalLeasing,240,75,Existing,25,75,Urban,No,1000000,1000000,0,1,1.0,0,7200,23529.0,No
RealEstateServices,84,8,Existing,2,8,Urban,Yes,30000,15000,0,0,0.5,0,2520,18621.0,No
RealEstateServices,17,1,Existing,0,1,Urban,Yes,10000,5000,0,0,0.5,0,510,16611.0,Yes
RealEstateServices,28,1,Existing,0,1,Urban,Yes,10000,5000,0,0,0.5,0,840,16941.0,Yes
RealEstateServices,55,2,Existing,0,2,Urban,Yes,37000,18500,0,0,0.5,1,1650,17751.0,Yes
RealEstateServices,240,9,Existing,9,9,Urban,No,1300000,1300000,0,1,1.0,0,7200,23375.0,No
RentalLeasing,20,6,Existing,0,6,Urban,No,50000,25000,0,0,0.5,0,600,16761.0,Yes
RentalLeasing,106,10,Existing,0,0,Urban,Unknown,150000,127500,0,0,0.85,0,3180,19281.0,Yes
RealEstateServices,84,1,Existing,0,1,Urban,Unknown,35000,17500,0,0,0.5,0,2520,18650.0,No
RentalLeasing,205,3,Existing,1,3,Urban,Unknown,150000,127500,0,0,0.85,0,6150,22311.0,No
RealEstateServices,240,34,Existing,14,0,Urban,Unknown,589000,589000,0,1,1.0,0,7200,23494.0,No
RealEstateServices,37,3,Existing,0,3,Urban,Unknown,18000,9000,0,0,0.5,0,1110,17240.0,Yes
RentalLeasing,120,2,New,0,0,Unknown,No,25000,22500,1,0,0.9,0,3600,16322.0,No
RealEstateServices,300,12,Existing,0,12,Urban,Unknown,477000,357750,0,1,0.75,0,9000,25161.0,No
RealEstateServices,31,1,Existing,0,1,Urban,Unknown,17000,8500,0,0,0.5,0,930,17060.0,Yes
RentalLeasing,84,2,Existing,0,2,Urban,Unknown,150000,75000,0,0,0.5,0,2520,18650.0,No
Other,71,2,Existing,0,2,Urban,Yes,50100,25050,0,0,0.5,0,2130,18260.0,No
RentalLeasing,60,8,Existing,0,0,Unknown,No,250000,212500,0,0,0.85,0,1800,14430.0,No
RealEstateServices,84,3,Existing,0,3,Urban,Unknown,50000,25000,0,0,0.5,0,2520,18681.0,No
RentalLeasing,300,10,Existing,0,0,Unknown,No,426000,298200,0,1,0.7,0,9000,21630.0,No
RealEstateServices,240,107,Existing,0,1,Urban,Unknown,620000,620000,0,1,1.0,0,7200,23494.0,No
RentalLeasing,40,2,Existing,2,2,Unknown,Unknown,5000,4250,0,0,0.85,0,1200,17330.0,Yes
RentalLeasing,240,4,Existing,6,0,Urban,Unknown,207000,207000,0,1,1.0,0,7200,23466.0,No
RealEstateServices,25,2,Existing,1,2,Urban,Yes,100000,50000,0,0,0.5,0,750,16880.0,Yes
RentalLeasing,84,2,Existing,0,2,Urban,Yes,10000,5000,0,0,0.5,0,2520,18681.0,No
RealEstateServices,240,1,Existing,4,1,Urban,No,176000,176000,0,1,1.0,0,7200,23438.0,No
RentalLeasing,84,2,Existing,1,2,Unknown,Unknown,5000,4250,0,0,0.85,0,2520,18650.0,No
RentalLeasing,240,85,Existing,15,85,Urban,Unknown,1300000,1300000,0,1,1.0,0,7200,23466.0,No
RealEstateServices,240,6,Existing,2,6,Urban,Unknown,517000,517000,0,1,1.0,0,7200,23403.0,No
RealEstateServices,120,3,Existing,0,3,Urban,Unknown,301500,226125,0,0,0.75,0,3600,19883.0,No
RentalLeasing,60,1,Existing,1,1,Urban,Unknown,25000,12500,0,0,0.5,1,1800,17961.0,No
RealEstateServices,33,1,Existing,0,1,Urban,Yes,10000,5000,0,0,0.5,0,990,17242.0,No
RealEstateServices,45,8,Existing,0,8,Urban,Unknown,312000,234000,0,0,0.75,1,1350,17511.0,Yes
RealEstateServices,12,2,Existing,0,2,Urban,Yes,75000,37500,0,0,0.5,0,360,16521.0,No
RealEstateServices,17,3,Existing,2,3,Urban,No,50000,25000,0,0,0.5,0,510,16671.0,Yes
RentalLeasing,84,2,Existing,0,2,Urban,Yes,37000,18500,0,0,0.5,0,2520,18711.0,No
RealEstateLessors,84,11,Existing,0,11,Urban,Yes,150000,75000,0,0,0.5,0,2520,18681.0,No
RealEstateServices,300,3,Existing,0,3,Urban,Unknown,750000,562500,0,1,0.75,0,9000,25161.0,No
RealEstateLessors,240,7,Existing,4,0,Urban,Unknown,824000,824000,0,1,1.0,0,7200,23466.0,No
RealEstateServices,240,18,Existing,10,0,Urban,Unknown,931000,931000,0,1,1.0,0,7200,23438.0,No
RealEstateServices,260,1,Existing,0,1,Urban,Unknown,550100,412575,0,1,0.75,0,7800,23991.0,No
RentalLeasing,84,2,New,0,0,Urban,No,85000,72250,1,0,0.85,0,2520,18681.0,No
RealEstateServices,216,3,Existing,0,3,Urban,Unknown,472500,354375,0,0,0.75,0,6480,22671.0,Yes
RealEstateServices,84,1,Existing,1,1,Urban,Yes,50000,25000,0,0,0.5,0,2520,18711.0,No
RealEstateServices,72,1,Existing,0,1,Urban,Yes,15000,7500,0,0,0.5,0,2160,19051.0,No
RentalLeasing,96,19,Existing,0,0,Urban,Unknown,150000,127500,0,0,0.85,0,2880,19071.0,No
RealEstateServices,84,1,Existing,0,1,Urban,Yes,5000,2500,0,0,0.5,0,2520,18711.0,No
RentalLeasing,84,6,Existing,1,6,Urban,Unknown,50000,25000,0,0,0.5,0,2520,18711.0,No
RealEstateServices,82,2,Existing,0,2,Urban,Yes,25000,12500,0,0,0.5,0,2460,18651.0,No
RealEstateServices,240,6,New,5,5,Urban,No,175000,175000,1,1,1.0,0,7200,23438.0,No
RentalLeasing,240,2,Existing,6,0,Urban,Unknown,721000,721000,0,1,1.0,0,7200,23494.0,No
RealEstateServices,84,1,Existing,0,1,Urban,Yes,10000,5000,0,0,0.5,0,2520,18711.0,No
RealEstateServices,84,4,Existing,0,4,Rural,Unknown,25000,12500,0,0,0.5,0,2520,18711.0,No
RealEstateServices,8,3,Existing,1,3,Urban,Yes,85000,42500,0,0,0.5,0,240,16554.0,Yes
RentalLeasing,120,6,Existing,0,6,Urban,Unknown,252000,189000,0,0,0.75,0,3600,19822.0,No
RealEstateServices,294,3,Existing,3,3,Urban,Unknown,270000,202500,0,1,0.75,0,8820,25011.0,No
RealEstateServices,84,19,Existing,0,19,Urban,Yes,23000,11500,0,0,0.5,0,2520,18711.0,No
RentalLeasing,120,8,Existing,0,8,Urban,Unknown,700000,525000,0,0,0.75,0,3600,19822.0,No
RealEstateServices,300,6,Existing,0,6,Urban,Unknown,187500,140625,0,1,0.75,0,9000,25222.0,No
RentalLeasing,84,20,Existing,3,20,Urban,Yes,25000,12500,0,0,0.5,0,2520,18711.0,No
RealEstateServices,240,20,Existing,10,0,Urban,No,372000,372000,0,1,1.0,0,7200,23466.0,No
RentalLeasing,120,3,Existing,0,0,Urban,No,75000,63750,0,0,0.85,0,3600,19822.0,No
RentalLeasing,84,7,Existing,1,7,Urban,Yes,100000,50000,0,0,0.5,0,2520,18772.0,No
RealEstateServices,32,5,Existing,5,10,Urban,Unknown,13200,6600,0,0,0.5,0,960,17151.0,Yes
RealEstateServices,36,4,Existing,0,4,Urban,Yes,10000,5000,0,0,0.5,0,1080,17271.0,Yes
RealEstateServices,84,1,Existing,0,1,Urban,Yes,10000,5000,0,0,0.5,0,2520,18742.0,No
RealEstateServices,300,4,Existing,2,4,Urban,Unknown,140000,119000,0,1,0.85,0,9000,25222.0,No
RealEstateServices,240,600,Existing,100,0,Urban,Unknown,757000,757000,0,1,1.0,0,7200,23529.0,No
RealEstateServices,36,2,Existing,5,2,Urban,Yes,45000,22500,0,0,0.5,0,1080,17302.0,Yes
RealEstateServices,240,3,Existing,27,0,Urban,Unknown,1001000,1001000,0,1,1.0,0,7200,23767.0,No
RealEstateLessors,300,12,Existing,4,12,Urban,Unknown,314300,235725,0,1,0.75,0,9000,25222.0,No
RealEstateServices,240,9,Existing,11,0,Urban,Unknown,249000,249000,0,1,1.0,0,7200,23592.0,No
RentalLeasing,60,2,Existing,1,2,Urban,Unknown,100000,50000,0,0,0.5,1,1800,18052.0,No
RentalLeasing,84,3,Existing,0,3,Urban,Yes,85000,42500,0,0,0.5,0,2520,18742.0,No
RealEstateServices,58,5,Existing,0,5,Urban,No,50000,25000,0,0,0.5,1,1740,17962.0,Yes
RealEstateServices,56,1,Existing,0,1,Urban,Unknown,25000,12500,0,0,0.5,1,1680,17932.0,Yes
RentalLeasing,84,5,Existing,0,5,Urban,Yes,50000,25000,0,0,0.5,0,2520,18742.0,No
RentalLeasing,36,26,Existing,6,26,Urban,Yes,40000,20000,0,0,0.5,0,1080,17363.0,No
RealEstateServices,27,1,Existing,0,1,Urban,No,10000,5000,0,0,0.5,0,810,17215.0,Yes
RealEstateServices,52,5,Existing,0,5,Urban,Yes,50000,25000,0,0,0.5,1,1560,17782.0,Yes
RealEstateServices,84,10,Existing,0,10,Urban,Yes,50000,25000,0,0,0.5,0,2520,18742.0,No
RealEstateServices,240,110,Existing,5,0,Urban,Unknown,1132000,1132000,0,1,1.0,0,7200,23494.0,No
RealEstateServices,84,1,Existing,0,1,Urban,Yes,6000,3000,0,0,0.5,0,2520,18925.0,No
RealEstateServices,300,2,Existing,2,4,Urban,Unknown,500000,375000,0,1,0.75,0,9000,25252.0,No
RentalLeasing,300,14,Existing,0,14,Urban,Unknown,810000,607500,0,1,0.75,0,9000,25222.0,No
RealEstateServices,84,1,Existing,0,1,Urban,Yes,5000,2500,0,0,0.5,0,2520,18864.0,No
RentalLeasing,84,3,Existing,0,3,Urban,Yes,50000,25000,0,0,0.5,0,2520,18864.0,No
RealEstateServices,300,2,Existing,4,2,Urban,Unknown,902000,676500,0,1,0.75,0,9000,25252.0,No
RealEstateServices,300,6,Existing,0,6,Urban,Unknown,924000,693000,0,1,0.75,0,9000,25222.0,No
RentalLeasing,240,4,Existing,0,4,Urban,Unknown,523000,392250,0,1,0.75,0,7200,23514.0,No
RealEstateLessors,300,1,New,0,0,Urban,Unknown,480200,360150,1,1,0.75,0,9000,25222.0,No
RealEstateServices,1,10,Existing,1,11,Urban,Yes,85000,42500,0,0,0.5,0,30,16374.0,Yes
RentalLeasing,82,4,Existing,0,4,Urban,Yes,35000,17500,0,0,0.5,0,2460,18743.0,No
RealEstateServices,208,2,Existing,0,2,Urban,Unknown,420000,315000,0,0,0.75,0,6240,22492.0,Yes
RentalLeasing,60,3,Existing,0,3,Urban,Yes,80000,40000,0,0,0.5,1,1800,18052.0,No
RealEstateServices,300,10,Existing,0,10,Urban,Unknown,567000,425250,0,1,0.75,0,9000,25252.0,No
RentalLeasing,300,3,Existing,3,6,Urban,Unknown,371000,278250,0,1,0.75,0,9000,25252.0,No
RentalLeasing,84,2,Existing,0,2,Urban,Yes,50000,25000,0,0,0.5,0,2520,18834.0,No
RealEstateServices,84,4,Existing,0,4,Urban,Yes,50000,25000,0,0,0.5,0,2520,18772.0,No
RentalLeasing,19,2,Existing,0,2,Urban,Yes,60000,30000,0,0,0.5,0,570,16822.0,Yes
RealEstateServices,240,5,Existing,2,5,Urban,No,527000,527000,0,1,1.0,0,7200,24047.0,No
RealEstateServices,38,8,Existing,0,8,Urban,No,50000,25000,0,0,0.5,1,1140,17545.0,Yes
RealEstateServices,240,11,Existing,4,0,Urban,Unknown,425000,425000,0,1,1.0,0,7200,23529.0,No
RentalLeasing,84,3,Existing,0,3,Urban,Yes,45000,22500,0,0,0.5,0,2520,18956.0,No
RealEstateServices,300,25,Existing,0,25,Urban,Unknown,539100,404325,0,1,0.75,0,9000,25252.0,No
RentalLeasing,1,6,Existing,0,6,Rural,Unknown,25000,12500,0,0,0.5,0,30,16405.0,Yes
RealEstateServices,84,2,New,0,2,Urban,Yes,10000,5000,1,0,0.5,0,2520,18925.0,No
RealEstateServices,120,8,Existing,4,12,Urban,Unknown,309000,231750,0,0,0.75,0,3600,19852.0,No
RealEstateServices,240,1,Existing,3,0,Urban,Unknown,249000,249000,0,1,1.0,0,7200,23494.0,No
RealEstateServices,300,15,Existing,3,15,Urban,Unknown,1467000,1100250,0,1,0.75,0,9000,25252.0,No
RealEstateLessors,217,4,Existing,2,2,Urban,Unknown,1656500,1242375,0,0,0.75,0,6510,22762.0,Yes
RealEstateServices,300,2,Existing,8,2,Urban,Unknown,1080000,810000,0,1,0.75,0,9000,25252.0,No
RealEstateServices,84,14,Existing,4,14,Urban,Yes,100000,50000,0,0,0.5,0,2520,18772.0,No
RealEstateServices,59,58,Existing,2,7,Urban,Yes,40000,20000,0,0,0.5,0,1770,18084.0,No
RentalLeasing,300,20,Existing,0,20,Urban,Unknown,1423700,1067775,0,1,0.75,0,9000,25283.0,No
RealEstateServices,38,1,Existing,0,1,Urban,Unknown,50000,25000,0,0,0.5,0,1140,17392.0,Yes
RealEstateLessors,120,39,Existing,0,39,Urban,Unknown,269200,201900,0,0,0.75,0,3600,19852.0,No
RentalLeasing,84,1,Existing,0,1,Urban,Unknown,160000,80000,0,0,0.5,0,2520,18772.0,No
RealEstateServices,240,40,Existing,25,0,Urban,No,1300000,1300000,0,1,1.0,0,7200,23557.0,No
RealEstateLessors,120,15,Existing,0,0,Urban,No,1030100,515050,0,0,0.5,0,3600,20005.0,No
RentalLeasing,300,11,Existing,0,11,Urban,Unknown,144000,122400,0,1,0.85,0,9000,25283.0,No
RealEstateServices,240,7,Existing,3,0,Urban,Unknown,305000,305000,0,1,1.0,0,7200,23620.0,No
RentalLeasing,60,2,Existing,0,2,Urban,Unknown,60000,30000,0,0,0.5,0,1800,18083.0,No
RealEstateServices,84,7,Existing,0,7,Urban,Yes,10000,5000,0,0,0.5,0,2520,18956.0,No
RealEstateServices,41,12,Existing,0,12,Urban,Yes,100000,50000,0,0,0.5,1,1230,17513.0,Yes
RentalLeasing,84,2,Existing,0,2,Urban,Yes,50000,25000,0,0,0.5,0,2520,18925.0,No
RentalLeasing,300,8,Existing,0,8,Urban,Unknown,461000,345750,0,1,0.75,0,9000,25283.0,No
RealEstateServices,36,2,Existing,0,2,Urban,Yes,50000,25000,0,0,0.5,1,1080,17759.0,No
RealEstateServices,84,1,Existing,0,1,Urban,Yes,10500,5250,0,0,0.5,0,2520,19046.0,No
RealEstateServices,84,1,Existing,1,1,Urban,Yes,37000,18500,0,0,0.5,0,2520,18803.0,No
RealEstateServices,240,11,Existing,4,0,Urban,Unknown,269000,269000,0,1,1.0,0,7200,23529.0,No
RentalLeasing,36,1,Existing,0,1,Urban,Yes,30000,15000,0,0,0.5,0,1080,17455.0,No
RealEstateServices,84,4,Existing,3,1,Urban,Yes,10000,5000,0,0,0.5,0,2520,18987.0,No
RentalLeasing,120,11,Existing,0,0,Urban,No,463500,347625,0,0,0.75,0,3600,19975.0,No
RentalLeasing,120,5,Existing,0,0,Unknown,No,110000,99000,0,0,0.9,0,3600,16414.0,No
RealEstateServices,27,1,Existing,0,1,Urban,No,10000,5000,0,0,0.5,0,810,17215.0,Yes
RealEstateServices,84,2,Existing,0,2,Urban,Unknown,50000,25000,0,0,0.5,0,2520,18895.0,No
RealEstateServices,22,10,Existing,5,15,Urban,Yes,70000,35000,0,0,0.5,0,660,16974.0,Yes
RentalLeasing,84,1,Existing,0,1,Urban,Yes,10000,5000,0,0,0.5,0,2520,18834.0,No
RealEstateServices,16,1,Existing,0,1,Urban,Yes,20000,10000,0,0,0.5,0,480,16794.0,Yes
RealEstateLessors,240,130,Existing,25,130,Urban,No,536000,536000,0,1,1.0,0,7200,24012.0,No
RealEstateServices,300,3,Existing,0,3,Urban,Unknown,429000,321750,0,1,0.75,0,9000,25283.0,No
RentalLeasing,84,7,Existing,0,7,Urban,Yes,50000,25000,0,0,0.5,0,2520,18834.0,No
RealEstateServices,29,1,Existing,0,1,Urban,Unknown,50000,25000,0,0,0.5,0,870,17275.0,Yes
RentalLeasing,67,4,Existing,0,4,Urban,Unknown,50000,25000,0,0,0.5,0,2010,18324.0,Yes
RealEstateServices,12,4,Existing,0,4,Urban,Yes,65000,32500,0,0,0.5,0,360,16674.0,No
RentalLeasing,60,3,Existing,0,3,Urban,Yes,70000,35000,0,0,0.5,0,1800,18114.0,No
RentalLeasing,84,2,Existing,3,5,Rural,Unknown,250000,187500,0,0,0.75,0,2520,18834.0,No
RealEstateServices,300,6,Existing,0,0,Rural,Unknown,130000,110500,0,1,0.85,0,9000,25344.0,No
RealEstateServices,240,30,Existing,10,0,Urban,No,536000,536000,0,1,1.0,0,7200,23648.0,No
RentalLeasing,77,2,Existing,3,5,Rural,Yes,100000,50000,0,0,0.5,0,2310,18836.0,No
RentalLeasing,84,1,Existing,3,1,Urban,Unknown,5000,2500,0,0,0.5,0,2520,18834.0,No
RentalLeasing,60,2,Existing,1,1,Urban,Unknown,40000,20000,0,0,0.5,0,1800,18236.0,No
RealEstateServices,300,5,Existing,0,5,Urban,Unknown,621000,465750,0,1,0.75,0,9000,25314.0,No
RealEstateLessors,192,6,Existing,0,6,Urban,Unknown,195000,146250,0,0,0.75,0,5760,22135.0,No
RealEstateServices,84,5,Existing,1,5,Urban,Yes,50000,25000,0,0,0.5,0,2520,18864.0,No
RentalLeasing,84,4,Existing,0,0,Unknown,No,45000,40500,0,0,0.9,0,2520,15334.0,No
RentalLeasing,300,22,Existing,0,0,Unknown,No,273000,191100,0,1,0.7,0,9000,21814.0,No
RentalLeasing,85,25,Existing,0,25,Urban,Unknown,1340000,1005000,0,0,0.75,0,2550,18894.0,No
RentalLeasing,300,8,Existing,0,0,Unknown,No,1000000,700000,0,1,0.7,0,9000,21814.0,No
RealEstateServices,300,20,Existing,19,1,Urban,Unknown,1899500,1424625,0,1,0.75,0,9000,25375.0,No
RentalLeasing,84,2,Existing,5,7,Urban,Yes,98000,49000,0,0,0.5,0,2520,18834.0,No
RealEstateServices,84,2,Existing,0,2,Urban,Yes,40000,20000,0,0,0.5,0,2520,19046.0,No
RealEstateServices,240,12,Existing,6,0,Urban,Unknown,310000,310000,0,1,1.0,0,7200,23557.0,No
RealEstateServices,33,12,Existing,2,12,Urban,Unknown,50000,25000,0,0,0.5,0,990,17485.0,Yes
RentalLeasing,60,2,Existing,0,2,Urban,Yes,50000,25000,0,0,0.5,0,1800,18144.0,No
RealEstateServices,41,6,Existing,2,6,Rural,Yes,63000,31500,0,0,0.5,1,1230,17574.0,Yes
RealEstateServices,300,17,Existing,0,17,Urban,Unknown,1340000,1005000,0,1,0.75,0,9000,25344.0,No
RentalLeasing,84,1,Existing,0,1,Urban,Yes,15000,7500,0,0,0.5,0,2520,18864.0,No
RentalLeasing,300,16,Existing,4,12,Urban,Unknown,675000,506250,0,1,0.75,0,9000,25375.0,No
RealEstateServices,300,11,Existing,0,0,Urban,No,294000,220500,0,1,0.75,0,9000,25405.0,No
RentalLeasing,300,8,Existing,0,0,Unknown,No,401000,300750,0,1,0.75,0,9000,21814.0,No
RentalLeasing,300,1,Existing,0,1,Urban,Unknown,302400,226800,0,1,0.75,0,9000,25375.0,No
RealEstateServices,240,3,Existing,5,0,Urban,Unknown,208000,208000,0,1,1.0,0,7200,23767.0,No
RentalLeasing,36,1,Existing,1,2,Urban,Yes,25000,12500,0,0,0.5,0,1080,17485.0,No
RealEstateServices,84,1,Existing,0,1,Urban,Yes,20000,10000,0,0,0.5,0,2520,18987.0,No
RentalLeasing,300,11,Existing,0,11,Urban,Unknown,450000,225000,0,1,0.5,0,9000,25344.0,No
RealEstateServices,240,4,Existing,2,0,Urban,Unknown,661000,661000,0,1,1.0,0,7200,23865.0,No
RealEstateServices,240,20,Existing,5,20,Urban,Unknown,665000,665000,0,1,1.0,0,7200,24257.0,No
RentalLeasing,48,3,Existing,0,0,Unknown,No,45000,40500,0,0,0.9,0,1440,14343.0,No
RealEstateServices,240,8,Existing,8,0,Urban,No,505000,505000,0,1,1.0,0,7200,23620.0,No
RentalLeasing,36,1,Existing,0,1,Urban,Yes,30000,15000,0,0,0.5,0,1080,17424.0,No
RentalLeasing,300,2,Existing,0,0,Unknown,No,500000,350000,0,1,0.7,0,9000,21814.0,No
